Category,State / UT Name,Jail Type Sl.No.,Jail Type,Number of jails,Jail Sl.No.,Jail Name,Contact No.,VC for Remand Purpose,VC for Trial Purpose,VC for Other Purpose,Location1,Location2,Email ID
State,Maharashtra,3,Sub Jail,100,27,Pathardi,NA,NO,NO,NO,"Taluka Pathardi, Dist. Ahmadnagar",NA,NA
State,Maharashtra,3,Sub Jail,100,28,Karjat,NA,NO,NO,NO,"Taluka Karjat, Dist. Ahmadnagar",NA,NA
State,Maharashtra,3,Sub Jail,100,29,Jamkhed,NA,NO,NO,NO,Taluka Jamkhed Dist. Ahmadnagar,NA,NA
State,Maharashtra,3,Sub Jail,100,30,Shrigonda,NA,NO,NO,NO,"Taluka Shrigonda, Dist. Ahmadnagar",NA,NA
State,Maharashtra,3,Sub Jail,100,31,Barshi,NA,NO,NO,NO,"Taluka Barshi, Dist. Solapur",NA,NA
State,Maharashtra,3,Sub Jail,100,32,Karmala,NA,NO,NO,NO,"Taluka Karmala, Dist. Solapur",NA,NA
State,Maharashtra,3,Sub Jail,100,33,Madha,NA,NO,NO,NO,"Taluka Madha, Dist. Solapur",NA,NA
State,Maharashtra,3,Sub Jail,100,34,Mohol,NA,NO,NO,NO,"Taluka Mohol, Dist. Solapur",NA,NA
State,Maharashtra,3,Sub Jail,100,35,Pandharpur,NA,NO,NO,NO,"Taluka Pandharpur, Dist. Solapur",NA,NA
State,Maharashtra,3,Sub Jail,100,36,Malshiras,NA,NO,NO,NO,"Taluka Malshiras, Dist. Solapur",NA,NA
State,Maharashtra,3,Sub Jail,100,37,Sangola,NA,NO,NO,NO,"Taluka Sangola, Dist. Solapur",NA,NA
State,Maharashtra,3,Sub Jail,100,38,Mangalwedha,NA,NO,NO,NO,"Taluka Mangalwedha, Dist. Solapur",NA,NA
State,Maharashtra,3,Sub Jail,100,39,Shirala,NA,NO,NO,NO,"Taluka Shirala, Dist. Sangli",NA,NA
State,Maharashtra,3,Sub Jail,100,40,Islampur,NA,NO,NO,NO,Taluka Islampur Dist. Sangli,NA,NA
State,Maharashtra,3,Sub Jail,100,41,Tasgaon,NA,NO,NO,NO,Taluka Tasgaon Dist. Sangli,NA,NA
State,Maharashtra,3,Sub Jail,100,42,Vita,NA,NO,NO,NO,"Taluka Vita, Dist. Sangli",NA,NA
State,Maharashtra,3,Sub Jail,100,43,Jath,NA,NO,NO,NO,"Taluka Jath, Dist. Sangli",NA,NA
State,Maharashtra,3,Sub Jail,100,44,Dahiwadi,NA,NO,NO,NO,"Taluka Dahiwadi, Dist. Satara",NA,NA
State,Maharashtra,3,Sub Jail,100,45,Waduj,NA,NO,NO,NO,"Taluka Waduj, Dist. Satara",NA,NA
State,Maharashtra,3,Sub Jail,100,46,Jawali (Medha),NA,NO,NO,NO,"Taluka Jawali, Dist. Satara",NA,NA
State,Maharashtra,3,Sub Jail,100,47,Koregaon,NA,NO,NO,NO,"Taluka Koregaon, Dist. Satara",NA,NA
State,Maharashtra,3,Sub Jail,100,48,Wai,NA,NO,NO,NO,"Taluka Wai, Dist. Satara",NA,NA
State,Maharashtra,3,Sub Jail,100,49,Patan,NA,NO,NO,NO,"Taluka Patan, Dist. Satara",NA,NA
State,Maharashtra,3,Sub Jail,100,50,Karad,NA,NO,NO,NO,"Taluka Karad, Dist. Satara",NA,NA
State,Maharashtra,3,Sub Jail,100,51,Khandala,NA,NO,NO,NO,"Taluka Khandala, Dist. Satara",NA,NA
State,Maharashtra,3,Sub Jail,100,52,Malegaon,NA,NO,NO,NO,"Taluka Malegaon, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,53,Satana,NA,NO,NO,NO,"Taluka Satana, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,54,Nandgaon,NA,NO,NO,NO,"Taluka Nandgaon, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,55,Kalwan,NA,NO,NO,NO,"Taluka Kalwan, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,56,Peth,NA,NO,NO,NO,"Taluka Peth, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,57,Surgana,NA,NO,NO,NO,"Taluka Surgana, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,58,Dindoiri,NA,NO,NO,NO,"Taluka Dindoiri, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,59,Niphad,NA,NO,NO,NO,"Taluka Niphad, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,60,Igatpuri,NA,NO,NO,NO,"Taluka Igatpuri, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,61,Sinnar,NA,NO,NO,NO,"Taluka Sinnar, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,62,Chandur,NA,NO,NO,NO,"Taluka Chandur, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,63,Yewala,NA,NO,NO,NO,"Taluka Yewala, Dist. Nashik",NA,NA
State,Maharashtra,3,Sub Jail,100,64,Nilanga,NA,NO,NO,NO,"Taluka Nilanga, Dist. Latur",NA,NA
State,Maharashtra,3,Sub Jail,100,65,Udgir,NA,NO,NO,NO,"Taluka Udgir, Dist. Latur",NA,NA
State,Maharashtra,3,Sub Jail,100,66,Ahmedpur,NA,NO,NO,NO,"Taluka Ahmedpur, Dist. Latur",NA,NA
State,Maharashtra,3,Sub Jail,100,67,Jamner,NA,NO,NO,NO,"Taluka Jamner, Dist. Jalgaon",NA,NA
State,Maharashtra,3,Sub Jail,100,68,Chalisgaon,NA,NO,NO,NO,"Taluka Chalisgaon, Dist. Jalgaon",NA,NA
State,Maharashtra,3,Sub Jail,100,69,Pachora,NA,NO,NO,NO,"Taluka Pachora, Dist. Jalgaon",NA,NA
State,Maharashtra,3,Sub Jail,100,70,Amalner,NA,NO,NO,NO,"Taluka Amalner, Dist. Jalgaon",NA,NA
State,Maharashtra,3,Sub Jail,100,71,Parola,NA,NO,NO,NO,"Taluka Parola, Dist. Jalgaon",NA,NA
State,Maharashtra,3,Sub Jail,100,72,Erandol,NA,NO,NO,NO,"Taluka Erandol, Dist. Jalgaon",NA,NA
State,Maharashtra,3,Sub Jail,100,73,Bhadgaon,NA,NO,NO,NO,"Taluka Bhadgaon, Dist. Jalgaon",NA,NA
State,Maharashtra,3,Sub Jail,100,74,Chopada,NA,NO,NO,NO,"Taluka Chopada, Dist. Jalgaon",NA,NA
State,Maharashtra,3,Sub Jail,100,75,Raver,NA,NO,NO,NO,"Taluka Raver, Dist. Jalgaon",NA,NA
State,Maharashtra,3,Sub Jail,100,76,Muktainaga,NA,NO,NO,NO,"Taluka Muktainaga, Dist. Jalgaon",NA,NA
State,Maharashtra,3,Sub Jail,100,77,Yawal,NA,NO,NO,NO,"Taluka Yawal, Dist. Jalgaon",NA,NA
State,Maharashtra,3,Sub Jail,100,78,Shripur,NA,NO,NO,NO,"Taluka Shripur, Dist. Dhule",NA,NA
State,Maharashtra,3,Sub Jail,100,79,Navapur,NA,NO,NO,NO,"Taluka Navapur, Dist. Nandurbar",NA,NA
State,Maharashtra,3,Sub Jail,100,80,Shahada,NA,NO,NO,NO,"Taluka Shahada, Dist. Nandurbar",NA,NA
State,Maharashtra,3,Sub Jail,100,81,Taloda,NA,NO,NO,NO,Taluka Taloda Dist. Nandurbar,NA,NA
State,Maharashtra,3,Sub Jail,100,82,Gondiya,NA,NO,NO,NO,"Taluka Gondiya, Dist. Gondia",NA,NA
State,Maharashtra,3,Sub Jail,100,83,Wada Sub Jail,NA,NO,NO,NO,"Taluka Wada, Dist. Thane",NA,NA
State,Maharashtra,3,Sub Jail,100,84,Murbad,NA,NO,NO,NO,"Taluka Murbad, Dist. Thane",NA,NA
State,Maharashtra,3,Sub Jail,100,85,Chiplun,NA,NO,NO,NO,"Taluka Chiplun, Dist. Ratnagiri",NA,NA
State,Maharashtra,3,Sub Jail,100,86,Lanja,NA,NO,NO,NO,"Taluka Lanja, Dist. Ratnagiri",NA,NA
State,Maharashtra,3,Sub Jail,100,87,Dapoli,NA,NO,NO,NO,"Taluka Dapoli, Dist. Ratnagiri",NA,NA
State,Maharashtra,3,Sub Jail,100,88,Khed,NA,NO,NO,NO,"Taluka Khed, Dist. Ratnagiri",NA,NA
State,Maharashtra,3,Sub Jail,100,89,Guhagar,NA,NO,NO,NO,Taluka Guhagar Dist. Ratnagiri,NA,NA
State,Maharashtra,3,Sub Jail,100,90,Vengurla,NA,NO,NO,NO,"Taluka Vengurla, Dist. Sindhudurg",NA,NA
State,Maharashtra,3,Sub Jail,100,91,Malwan,NA,NO,NO,NO,"Taluka Malwan, Dist. Sindhudurg",NA,NA
State,Maharashtra,3,Sub Jail,100,92,Devgad,NA,NO,NO,NO,"Taluka Devgad, Dist. Sindhudurg",NA,NA
State,Maharashtra,3,Sub Jail,100,93,Kankavali,NA,NO,NO,NO,Taluka Kankavali Dist. Sindhudurg,NA,NA
State,Maharashtra,3,Sub Jail,100,94,Karjat,NA,NO,NO,NO,"Taluka Karjat, Dist. Raigad",NA,NA
State,Maharashtra,3,Sub Jail,100,95,Murud,NA,NO,NO,NO,"Taluka Murud, Dist. Raigad",NA,NA
State,Maharashtra,3,Sub Jail,100,96,Roha,NA,NO,NO,NO,"Taluka Roha, Dist. Raigad",NA,NA
State,Maharashtra,3,Sub Jail,100,97,Mahad,NA,NO,NO,NO,"Taluka Mahad, Dist. Raigad",NA,NA
State,Maharashtra,3,Sub Jail,100,98,Pen,NA,NO,NO,NO,"Taluka Pen, Dist. Raigad",NA,NA
State,Maharashtra,3,Sub Jail,100,99,Khalapur,NA,NO,NO,NO,"Taluka Khalapur, Dist. Raigad",NA,NA
State,Maharashtra,3,Sub Jail,100,100,Mangaon,NA,NO,NO,NO,"Taluka Mangaon, Dist. Raigad",NA,NA
State,Maharashtra,4,Women Jail,1,1,Mumbai District Women Jail,022-23088133,YES,NO,NO,"Byculla Dist. Prison, Dist Mumbai",NA,supdtprison.byculla@home.maharashtra.gov.in
State,Maharashtra,5,Borstal School,1,1,Borstal School Nashik,0253-2572765,NO,NO,NO,Dist. Nashik,NA,bostalschool@gmail.com
State,Maharashtra,6,Open Jail,13,1,Yerawada,020-26614051,NO,NO,NO,"Yerawada Open Prison, Pune-6",NA,supdyodp@gmail.com
State,Maharashtra,6,Open Jail,13,2,Paithan,02431-223049,NO,NO,NO,"Paith Open Priosn, Dist. Aurangabad",NA,paithanprison@gmail.com
State,Maharashtra,6,Open Jail,13,3,Aurangabad,0240-2381051,NO,NO,NO,"Aurangabad Central Prison, Dist. Aurangabad",NA,supdtprison.aurangabad@home.maharashtra.gov.in
State,Maharashtra,6,Open Jail,13,4,Morshi,07228-200577,NO,NO,NO,"Morshi Open Prison, Dist. Amravati",NA,supdtprison.morshiopen@gmail.com
State,Maharashtra,6,Open Jail,13,5,Yerawada Female Open Prison Pune,020-26613796,NO,NO,NO,"Yerawada Female Open Prison, Pune-6",NA,spucppune@gmail.com
State,Maharashtra,6,Open Jail,13,6,Kolhapur,0231-2324219,NO,NO,NO,"Kolhapur Central Prison, Kalamba",NA,kolhapurprison@gmail.com
State,Maharashtra,6,Open Jail,13,7,Nashik Road,0253-2465276,NO,NO,NO,"Nashik Road Central Prison, Dist. Nashik",NA,supdtprison.nashik@home.maharashtra.gov.in
State,Maharashtra,6,Open Jail,13,8,Nagpur,0712-2461413,NO,NO,NO,"Nagpur Central Prison, Dist. Nagpur",NA,supdtprison.nagpur@home.maharashtra.gov.in
State,Maharashtra,6,Open Jail,13,9,Amaravati,0721-2662083,NO,YES,YES,"Amaravati Central Prison, Amaravati",NA,supdtcentralprisonamt@gmail.com
State,Maharashtra,6,Open Jail,13,10,Visapur,02487-254302,NO,NO,NO,"Visapur Open Prison, Visapur Ta Shrigonda,",Dist. Ahamadnagar,visapurdp@gmail.com
State,Maharashtra,6,Open Jail,13,11,Thane,022-25303380,NO,NO,NO,"Thane Central Prison, Dist. Thane",NA,supdtprison.thane@home.maharashtra.gov.in
State,Maharashtra,6,Open Jail,13,12,Gadchiroli,07132-223145,NO,NO,NO,"Gadchiroli, dist. Prison, Indala Dist. Gadchiroli",NA,gadchirolidp-mh@gov.in
State,Maharashtra,6,Open Jail,13,13,Akola Female Open Prison,NA,NO,NO,NO,NA,NA,NA
State,Maharashtra,7,Special Jail,1,1,Ratnagiri Special Jail,02352-222370,NO,NO,NO,"Ratnagiri Special Jail, Dist. Ratnagiri",NA,supdtprison.ratnagiri@home.maharashtra.gov.in
State,Maharashtra,8,Other Jail,1,1,Open Colony Aatpadi,02343-22008,NO,NO,NO,"Open Colony Aatpadi, Dist. Sangali",NA,supdtatpadi@gmail.com
State,Manipur,1,Central Jail,2,1,"Central Jail, Imphal",0385-2450015,NO,NO,NO,"Central Jail, Imphal Old Lambulane, Imphal West",Manipur-795001,NA
State,Manipur,1,Central Jail,2,2,"Central Jail, Sajiwa",NA,NO,NO,NO,"Central Jail, Sajiwa Imphal East District",Manipur-795114,NA
State,Manipur,2,District Jail,2,1,"District Jail, Churachandpur (Not functional)",NA,NO,NO,NO,Churachandpur District,NA,NA
State,Manipur,2,District Jail,2,2,"District Jail, Chandel (Not Functional)",NA,NO,NO,NO,NA,NA,NA
State,Manipur,3,Sub Jail,1,1,Sub Jail Jiribam (Temporary Closed),NA,NO,NO,NO,"Imphal East District as ex-officio, Supdt.",NA,NA
State,Meghalaya,1,District Jail,4,1,"District Jail, Shillong",9863023390,NO,YES,NO,"District Jail, Shillong O/o the Supdt. Dist. Jail,","Shillong, Jail Road, Shillong",NA
State,Meghalaya,1,District Jail,4,2,"District Jail, Jowai",9856652667,YES,YES,NO,"O/O the Supdt. Dist. Jail, Jowai,",Dist. Jaintia Hills,NA
State,Meghalaya,1,District Jail,4,3,"District Jail, Williamnagar",8974158543,YES,YES,YES,"O/O the Supdt. District Jail, Williamnagar",Dist. East Garo Hills,NA
State,Meghalaya,1,District Jail,4,4,"District Jail, Tura",9436113862,NO,YES,NO,"O/O The Supdt. Dist. West Garo Hills,",NA,NA
State,Meghalaya,2,Sub Jail,1,1,"Sub Jail, Palakonda",NA,NO,NO,NO,Sub jail Palakonda MRO Office Compound,Plakonda,NA
State,Mizoram,1,Central Jail,1,1,"Central Jail, Aizawl",0389-2330180,NO,NO,NO,"Central Jail Veng, Aizawl-796009",NA,NA
State,Mizoram,2,District Jail,6,1,"District Jail, Aizawl",0389-2316964,NO,NO,NO,Armed Veng. Aizawl,NA,djaizawl@gmail.com
State,Mizoram,2,District Jail,6,2,"District Jail, Lunglei",8794715160,NO,NO,NO,"Sazaikwn, Lunglei-796701",NA,NA
State,Mizoram,2,District Jail,6,3,"District Jail, Saiha",03835-223044,NO,NO,NO,"Meisatla, Saiha-796901",NA,NA
State,Mizoram,2,District Jail,6,4,"District Jail, Kolasib",03837-220734,NO,NO,NO,"Saidan, Kolasib-796081",NA,NA
State,Mizoram,2,District Jail,6,5,"District Jail, Champhai",03831-235943,NO,NO,NO,"Kanan, Champhai-796321",NA,NA
State,Mizoram,2,District Jail,6,6,"District Jail, Lawngtlai",9612163663,NO,NO,NO,"Chawngte Road, Lawngtlai-796891",NA,NA
State,Nagaland,1,Central Jail,1,1,"Central Jail, Dimapur",03862-243022,NO,NO,NO,"Central Jail, Dimapur, 4th Mile, Dimapur, Nagaland",NA,NA
State,Nagaland,2,District Jail,10,1,"District Jail, Kohima",0370-2222306,NO,NO,NO,"District Jail, Kohima, Jail Colony, Kohima",NA,NA
State,Nagaland,2,District Jail,10,2,"District Jail, Mokokchung",9402481978,NO,NO,NO,"District Jail, Mokokchung, Nagaland",NA,NA
State,Nagaland,2,District Jail,10,3,"District Jail, Tuensang",9436012415,NO,NO,NO,"District Jail, Tuensang, Nagaland",NA,NA
State,Nagaland,2,District Jail,10,4,"District Jail, Dimapur",9436431228,NO,NO,NO,"District Jail, Dimapur, Dimapur, Nagaland",NA,NA
State,Nagaland,2,District Jail,10,5,"District Jail, Zunheboto",9402909779,NO,NO,NO,"Sub Jail, Zunheboto, Nagaland",NA,NA
State,Nagaland,2,District Jail,10,6,"District Jail, Wokha",9862300663,NO,NO,NO,"District Jail, Wokha, Nagaland",NA,NA
State,Nagaland,2,District Jail,10,7,"District Jail, Peren",9774976611,NO,NO,NO,"District Jail, Peren, Nagaland",NA,NA
State,Nagaland,2,District Jail,10,8,"District Jail, Phek",8974102113,NO,NO,NO,"District Jail, Phek, Nagaland-797108",NA,NA
State,Nagaland,2,District Jail,10,9,"District Jail, Mon",9612005787,NO,NO,NO,"District Jail, Mon, Jail Colony, Zaklom Ward",Mon-798621,NA
State,Nagaland,2,District Jail,10,10,"District Jail, Kiphire",9612233727,NO,NO,NO,"Distirct Jail, Kiphire, Nagaland",NA,NA
State,Odisha,1,Central Jail,5,1,Baripada,06792-260633,NO,YES,NO,"AT/Po Baripada, Dist. Mayurbhanj",NA,baripadajail.od@nic.in
State,Odisha,1,Central Jail,5,2,Berhampur,0680-2402151,NO,YES,NO,"AT/PO Lanjipali, Dist. Ganjam",NA,berhampurjail.od@gmail.com
State,Odisha,1,Central Jail,5,3,Choudwar,0671-2494209,NO,YES,NO,"AT/PO Charbatia, Dist. Cuttack",NA,choudwarjail.od@nic.in
State,Odisha,1,Central Jail,5,4,Koraput,06852-251264,NO,YES,NO,AT/PO/Dist. Koraput,NA,koraputjail.od@nic.in
State,Odisha,1,Central Jail,5,5,Sambalpur,0663-2411968,YES,YES,NO,At/PO/Dist. Sambalpur,NA,sambalpurjail.od@nic.in
State,Odisha,2,District Jail,9,1,Anguljail,06764-230148,NO,NO,NO,AT/PO/Dist. Angul,NA,anguljail.od@nic.in
State,Odisha,2,District Jail,9,2,Balesore,06782-262101,NO,NO,NO,AT/Po/Dist. Balasore,NA,balasorejail.od@nic.in
State,Odisha,2,District Jail,9,3,Bhawanipatna,06670-230414,NO,NO,NO,"AT/PO Bhawanipatna, Dist. Kalahandi",NA,bhawanipatnajail.od@nic.in
State,Odisha,2,District Jail,9,4,Bolangir,06652-232443,NO,NO,NO,AT/PO/Dist. Bolangir,NA,balangirjail.od@nic.in
State,Odisha,2,District Jail,9,5,Dhenkanal,06762-226521,NO,YES,NO,AT/PO/Dist. Dhenkanal,NA,dhenkanaljail.od@nic.in
State,Odisha,2,District Jail,9,6,Keonjhar,06766-255419,NO,NO,NO,AT/PO/Dist. Keonjhar,NA,keonjharjail.od@nic.in
State,Odisha,2,District Jail,9,7,Phulbani,06842-255814,NO,NO,NO,AT/PO/Dist. Bhulbani,NA,phulbanijail.od@nic.in
State,Odisha,2,District Jail,9,8,Puri,06752-222042,NO,NO,NO,AT/PO/Dist. Puri,NA,purijail.od@nic.in
State,Odisha,2,District Jail,9,9,Sundargarh,06622-272246,NO,YES,NO,AT/PO/Dist. Sundargarh,NA,sundargarhjail.od@nic.in
State,Odisha,3,Sub Jail,73,1,Bhadrak,06784-251524,NO,NO,NO,AT/PO/Dist. Bhadrak,NA,bhadrakjail.on@nic.in
State,Odisha,3,Sub Jail,73,2,Bhanjanagar,06821-241061,NO,NO,NO,"AT/PO Bhanjanagar, Dist. Ganjam",NA,bhanjanagarjail.od@nic.in
State,Odisha,3,Sub Jail,73,3,Bonaigarh,06626-244424,NO,NO,NO,"AT/PO Bonaigarh, Dist. Sundargarh",NA,bonaigarhjail.od@nic.in
State,Odisha,3,Sub Jail,73,4,Boudh,06841-222058,NO,NO,NO,AT/PO/Dist. Boudh,NA,boudhjail.od@nic.in
State,Odisha,3,Sub Jail,73,5,Deogarh,06641-226417,NO,NO,NO,AT/PO/Dist. Deogarh,NA,deogarhjail.od@nic.in
State,Odisha,3,Sub Jail,73,6,Talcher,06760-240284,NO,NO,NO,"AT/PO Talcher, Dist. Angul",NA,talcherjail.od@nic.in
State,Odisha,3,Sub Jail,73,7,Anandapur,06731-212269,NO,NO,NO,"At/PO Anandapur, Dist. Keonjhar",NA,anandapurjail.od@nic.in
State,Odisha,3,Sub Jail,73,8,Aska,06822-273632,NO,NO,NO,"At/PO Aska, Dist. Ganjam",NA,askajail.od@nic.in
State,Odisha,3,Sub Jail,73,9,Athagarh,06723-221057,NO,NO,NO,"At/Po Athagarh, Dist. Cuttack",NA,athagarhjail.od@nic.in
State,Odisha,3,Sub Jail,73,10,Athamalik,06763-254231,NO,NO,NO,"At/PO Athamalik, Dist. Angul",NA,athamalikjail.od@nic.in
State,Odisha,3,Sub Jail,73,11,Balliguda,06846-243214,NO,NO,NO,"At/PO Balliguda, Dist. Bhulbani",NA,balligudajail.od@nic.in
State,Odisha,3,Sub Jail,73,12,Banapur,06756-211009,NO,NO,NO,"AT Basarathipur, PO Banapur, Dist. Khurda",NA,banapurjail.od@nic.in
State,Odisha,3,Sub Jail,73,13,Banki,06723-240239,NO,NO,NO,"AT/Po Banki, Dist. Cuttack",NA,bankijail.od@nic.in
State,Odisha,3,Sub Jail,73,14,Baragarh,06646-232802,NO,NO,NO,AT/PO/Dist. Bargarh,NA,baragarhjail.od@nic.in
State,Odisha,3,Sub Jail,73,15,Baramba,06721-273233,NO,NO,NO,"At/PO Baramba, Dist. Cuttack",NA,barambajail.od@nic.in
State,Odisha,3,Sub Jail,73,16,Barbil,06767-277663,NO,NO,NO,"At/PO Barbil, Dist. Keonjhar",NA,barbiljail.od@nic.in
State,Odisha,3,Sub Jail,73,17,Birmaharjpur,06651-212070,NO,NO,NO,"At Rathapur, Po Birmaharajpur, Dist. Sonepur",NA,birmaharjpurjail.od@nic.in
State,Odisha,3,Sub Jail,73,18,Bisam Cuttack,06863-247400,NO,NO,NO,"AT Nuagada, Po Bisam Cuttack, Dist. Rayagada",NA,bisamcuttackjail.od@nic.in
State,Odisha,3,Sub Jail,73,19,Champua,06767-240217,NO,NO,NO,"AT/PO Champua, Dist. Keonjhar",NA,champuajail.od@nic.in
State,Odisha,3,Sub Jail,73,20,Chattrapur,06811-263874,NO,NO,NO,"AT/PO Chhatrapur, Dist. Ganjam",NA,chattrapurjail.od@nic.in
State,Odisha,3,Sub Jail,73,21,Dasapalla,06757-220043,NO,NO,NO,"AT/PO Dasapalla, Dist. Nayagarh",NA,dasapallajail.od@nic.in
State,Odisha,3,Sub Jail,73,22,Dharamgarh,06672-242249,NO,NO,NO,"AT/PO Dharamgarh, Dist. Kalahandi",NA,dharamgarhjail.od@nic.in
State,Odisha,3,Sub Jail,73,23,Digapahandi,06814-253550,NO,NO,NO,"AT Sahaspur, Po Digapahandi, Dist. Ganjam",NA,digapahandijail.od@nic.in
State,Odisha,3,Sub Jail,73,24,G-Udayagiri,06847-260102,NO,NO,NO,"AT/PO G Udayagiri, Dist. Phulbani",NA,gudayagirijail.od@nic.in
State,Odisha,3,Sub Jail,73,25,Gunupur,06857-250057,NO,NO,NO,"AT/PO Gunpur, Dist. Rayagada",NA,gunupurjail.od@nic.in
State,Odisha,3,Sub Jail,73,26,Hindol,06732-251229,NO,NO,NO,"AT/PO Hindol, Dist. Dhenkanal",NA,hindoljail.od@nic.in
State,Odisha,3,Sub Jail,73,27,Jagatsinghpur,06724-220351,NO,NO,NO,AT Alipingal,PO/Dist. Jagatsinghpur,jagatsinghpurjail.od@nic.in
State,Odisha,3,Sub Jail,73,28,Jajpur,06728-222092,NO,NO,NO,AT/PO/Dist. Jajpur,NA,jajpurjail.od@nic.in
State,Odisha,3,Sub Jail,73,29,Jajpur Road,06726-249353,NO,NO,NO,"AT Ragadi, Po Korei, Dist. Jajpur",NA,jajpurroadjail.od@nic.in
State,Odisha,3,Sub Jail,73,30,Jaleswar,06781-211530,NO,NO,NO,"AT Panchughanta, Po Jaleswar, Dist. Balasore",NA,jaleswarjail.od@nic.in
State,Odisha,3,Sub Jail,73,31,Jeypore,06854-232238,NO,NO,NO,"AT/PO Jeypore, Dist. Koraput",NA,jeyporejail.od@nic.in
State,Odisha,3,Sub Jail,73,32,Jharsuguda,06645-270046,NO,NO,NO,AT/PO/Dist. Jharsuguda,NA,jharsugudajail.od@nic.in
State,Odisha,3,Sub Jail,73,33,Kamakhyanaga,06769-270454,NO,NO,NO,"AT/Po Kamakhyanagar, Dist. Dhenkanal",NA,kamakhyanagajail.od@nic.in
State,Odisha,3,Sub Jail,73,34,Kantabanji,06769-270454,NO,NO,NO,"AT Damandanga, Po Kantabani, Dist. Balangir",NA,kantabanjijail.od@nic.in
State,Odisha,3,Sub Jail,73,35,Karanjia,06796-220259,NO,NO,NO,"AT/PO Karanjia, Dist. Mayurbhanj",NA,karanjiajail.od@nic.in
State,Odisha,3,Sub Jail,73,36,Kasipur,06796-220259,NO,NO,NO,"AT/PO Kasipur, Dist. Rayagada",NA,kasipurjail.od@nic.in
State,Odisha,3,Sub Jail,73,37,Kendrapara,06727-214287,NO,NO,NO,"AT Barimul, PO/Dist. Kendrapada",NA,kendraparajail.od@nic.in
State,Odisha,3,Sub Jail,73,38,Khandapada,06757-230034,NO,NO,NO,"AT/PO Khandapada, Dist. Nayagarh",NA,khandapadajail.od@nic.in
State,Odisha,3,Sub Jail,73,39,Khariar,06671-212001,NO,NO,NO,"AT/PO Khariar, Dist. Nuapada",NA,khariarjail.od@nic.in
State,Odisha,3,Sub Jail,73,40,Khurda,06755-220589,NO,NO,NO,AT/PO/Dist. Khurda,NA,khurdajail.od@nic.in
State,Odisha,3,Sub Jail,73,41,Kodala,06810-268263,NO,NO,NO,"At/PO Kodala, Dist. Ganjam",NA,kodalajail.od@nic.in
State,Odisha,3,Sub Jail,73,42,Kotpad,06860-283225,NO,NO,NO,"AT Damayantinagar, Po Kotpad, Dist. Koraput",NA,kotpadjail.od@nic.in
State,Odisha,3,Sub Jail,73,43,Kuchinda,06642-220286,NO,NO,NO,"AT/PO Kuchinda, Dist. Sambalpur",NA,kuchindajail.od@nic.in
State,Odisha,3,Sub Jail,73,44,Kujanga,06722-236460,NO,NO,NO,"AT Samagola, PO Kujang, Dist. Jagatsinghpur",NA,kujangajail.od@nic.in
State,Odisha,3,Sub Jail,73,45,Laxmipur,NA,NO,NO,NO,"AT/PO Laxmipur, PO Koraput",NA,laxmipurjail.od@nic.in
State,Odisha,3,Sub Jail,73,46,M. Rampur,06676-250500,NO,NO,NO,"AT Bhatel Po Narla, Dist. Kalahandi",NA,madannurramourjail.od@nic.in
State,Odisha,3,Sub Jail,73,47,Malkanagiri,06861-230236,NO,NO,NO,At/PO/Dist. Malkangiri,NA,malkanagirijail.od@nic.in
State,Odisha,3,Sub Jail,73,48,M.V. 79,NA,NO,NO,NO,"AT Lachhipeta, Po Motu, Dist. Malkangiri",NA,mv79jail.od@nic.in
State,Odisha,3,Sub Jail,73,49,Nabarangpur,06858-222028,NO,NO,NO,AT/PO/Dist. Nabarangpur,NA,nabarangpurjail.od@nic.in
State,Odisha,3,Sub Jail,73,50,Narsinghpur,06721-270026,NO,NO,NO,"AT Paikapada Patna, Po Narasinghpur, Dist. Cuttack",NA,narsinghpurjail.od@nic.in
State,Odisha,3,Sub Jail,73,51,Nuapada,06678-223435,NO,NO,NO,AT/PO/Dist. Nuapada,NA,nuapadajail.od@nic.in
State,Odisha,3,Sub Jail,73,52,Nayagarh,06753-252213,NO,NO,NO,"AT Khuntubandha, PO/Dist. Nayagarh",NA,nayagarhjail.od@nic.in
State,Odisha,3,Sub Jail,73,53,Nilagiri,06782-233238,NO,NO,NO,"AT/Po Nilgiri, Dist. Balasore",NA,nilagirijail.od@nic.in
State,Odisha,3,Sub Jail,73,54,Nimapara,06758-250833,NO,NO,NO,"AT Nuharkiri, Po Nimapara, Dist. Puri",NA,nimaparajail.od@nic.in
State,Odisha,3,Sub Jail,73,55,Padampur,06683-223070,NO,NO,NO,"AT/Po Padampur, Dist. Bargarh",NA,padampurjail.od@nic.in
