state_name,is_state,year,gender,convicts,under_trial,detenues,others
Karnataka,1,2002,Female,Sikh,0,0,0,0
Karnataka,1,2002,Male,Christian,55,105,8,0
Karnataka,1,2002,Male,Hindu,1883,6863,98,15
Karnataka,1,2002,Male,Muslim,274,741,14,3
Karnataka,1,2002,Male,Others,3,0,0,0
Karnataka,1,2002,Male,Sikh,0,0,0,0
Karnataka,1,2004,Female,Christian,3,6,0,0
Karnataka,1,2004,Female,Hindu,94,260,2,0
Karnataka,1,2004,Female,Muslim,29,41,1,0
Karnataka,1,2004,Female,Others,0,0,0,0
Karnataka,1,2004,Female,Sikh,0,0,0,0
Karnataka,1,2004,Male,Christian,58,97,8,0
Karnataka,1,2004,Male,Hindu,2529,6801,98,8
Karnataka,1,2004,Male,Muslim,729,741,13,3
Karnataka,1,2004,Male,Others,3,7,0,0
Karnataka,1,2004,Male,Sikh,2,9,0,0
Karnataka,1,2005,Female,Christian,6,2,1,0
Karnataka,1,2005,Female,Hindu,104,253,5,0
Karnataka,1,2005,Female,Muslim,32,39,2,0
Karnataka,1,2005,Female,Others,2,2,0,0
Karnataka,1,2005,Female,Sikh,0,0,0,0
Karnataka,1,2005,Male,Christian,77,94,11,2
Karnataka,1,2005,Male,Hindu,3013,6816,122,29
Karnataka,1,2005,Male,Muslim,801,749,17,9
Karnataka,1,2005,Male,Others,8,13,0,1
Karnataka,1,2005,Male,Sikh,6,11,0,0
Karnataka,1,2006,Female,Christian,21,6,1,0
Karnataka,1,2006,Female,Hindu,133,272,6,0
Karnataka,1,2006,Female,Muslim,27,31,2,0
Karnataka,1,2006,Female,Others,4,2,1,0
Karnataka,1,2006,Female,Sikh,0,0,0,0
Karnataka,1,2006,Male,Christian,81,191,8,1
Karnataka,1,2006,Male,Hindu,2731,7191,132,18
Karnataka,1,2006,Male,Muslim,843,932,23,3
Karnataka,1,2006,Male,Others,6,21,2,0
Karnataka,1,2006,Male,Sikh,6,3,0,2
Karnataka,1,2007,Female,Christian,16,6,0,0
Karnataka,1,2007,Female,Hindu,127,301,0,5
Karnataka,1,2007,Female,Muslim,23,42,0,1
Karnataka,1,2007,Female,Others,4,3,0,0
Karnataka,1,2007,Female,Sikh,0,0,0,0
Karnataka,1,2007,Male,Christian,79,239,1,1
Karnataka,1,2007,Male,Hindu,2712,7495,6,93
Karnataka,1,2007,Male,Muslim,861,937,3,61
Karnataka,1,2007,Male,Others,4,20,0,1
Karnataka,1,2007,Male,Sikh,4,3,0,4
Karnataka,1,2008,Female,Christian,16,6,0,0
Karnataka,1,2008,Female,Hindu,136,303,1,12
Karnataka,1,2008,Female,Muslim,23,42,0,2
Karnataka,1,2008,Female,Others,4,3,0,0
Karnataka,1,2008,Female,Sikh,0,0,0,0
Karnataka,1,2008,Male,Christian,87,252,0,1
Karnataka,1,2008,Male,Hindu,2783,7801,0,93
Karnataka,1,2008,Male,Muslim,898,981,0,57
Karnataka,1,2008,Male,Others,6,17,0,1
Karnataka,1,2008,Male,Sikh,6,3,0,4
Karnataka,1,2009,Female,Christian,14,6,0,0
Karnataka,1,2009,Female,Hindu,114,310,1,9
Karnataka,1,2009,Female,Muslim,19,42,0,2
Karnataka,1,2009,Female,Others,4,3,0,0
Karnataka,1,2009,Female,Sikh,0,0,0,0
Karnataka,1,2009,Male,Christian,89,252,2,1
Karnataka,1,2009,Male,Hindu,2595,7727,9,111
Karnataka,1,2009,Male,Muslim,871,961,4,57
Karnataka,1,2009,Male,Others,7,17,1,1
Karnataka,1,2009,Male,Sikh,5,3,0,4
Karnataka,1,2010,Female,Christian,17,6,0,0
Karnataka,1,2010,Female,Hindu,123,261,2,2
Karnataka,1,2010,Female,Muslim,21,32,0,0
Karnataka,1,2010,Female,Others,4,1,0,0
Karnataka,1,2010,Female,Sikh,0,0,0,0
Karnataka,1,2010,Male,Christian,139,236,1,1
Karnataka,1,2010,Male,Hindu,2691,7212,8,113
Karnataka,1,2010,Male,Muslim,914,1011,1,57
Karnataka,1,2010,Male,Others,8,14,0,1
Karnataka,1,2010,Male,Sikh,6,3,0,4
Karnataka,1,2011,Female,Christian,16,7,0,0
Karnataka,1,2011,Female,Hindu,142,279,0,7
Karnataka,1,2011,Female,Muslim,26,39,0,2
Karnataka,1,2011,Female,Others,4,1,0,0
Karnataka,1,2011,Female,Sikh,0,0,0,0
Karnataka,1,2011,Male,Christian,144,241,0,1
Karnataka,1,2011,Male,Hindu,2943,6709,5,91
Karnataka,1,2011,Male,Muslim,932,993,1,47
Karnataka,1,2011,Male,Others,9,14,0,0
Karnataka,1,2011,Male,Sikh,5,3,0,5
Karnataka,1,2012,Female,Christian,14,16,0,0
Karnataka,1,2012,Female,Hindu,147,303,3,0
Karnataka,1,2012,Female,Muslim,24,47,0,0
Karnataka,1,2012,Female,Others,2,2,0,0
Karnataka,1,2012,Female,Sikh,0,0,0,0
Karnataka,1,2012,Male,Christian,138,294,3,0
Karnataka,1,2012,Male,Hindu,2803,7178,83,0
Karnataka,1,2012,Male,Muslim,955,1077,8,0
Karnataka,1,2012,Male,Others,11,17,0,0
Karnataka,1,2012,Male,Sikh,6,6,0,0
Karnataka,1,2013,Female,Christian,16,12,0,0
Karnataka,1,2013,Female,Hindu,153,321,9,0
Karnataka,1,2013,Female,Muslim,27,41,3,0
Karnataka,1,2013,Female,Others,2,0,0,0
Karnataka,1,2013,Female,Sikh,0,0,0,0
Karnataka,1,2013,Male,Christian,231,381,9,0
Karnataka,1,2013,Male,Hindu,2957,7469,131,5
Karnataka,1,2013,Male,Muslim,1003,1213,27,1
Karnataka,1,2013,Male,Others,18,63,8,1
Karnataka,1,2013,Male,Sikh,11,6,0,0
Kerala,1,2001,Female,Christian,18,20,0,0
Kerala,1,2001,Female,Hindu,31,65,0,0
Kerala,1,2001,Female,Muslim,12,21,0,0
Kerala,1,2001,Female,Others,6,5,0,0
Kerala,1,2001,Female,Sikh,0,0,0,0
Kerala,1,2001,Male,Christian,505,659,3,2
Kerala,1,2001,Male,Hindu,785,1922,2,4
Kerala,1,2001,Male,Muslim,430,795,14,5
Kerala,1,2001,Male,Others,30,40,0,2
Kerala,1,2001,Male,Sikh,0,0,0,0
Kerala,1,2002,Female,Christian,5,49,0,0
Kerala,1,2002,Female,Hindu,35,70,0,0
Kerala,1,2002,Female,Muslim,10,18,0,0
Kerala,1,2002,Female,Others,0,0,0,0
Kerala,1,2002,Female,Sikh,0,0,0,0
Kerala,1,2002,Male,Christian,483,620,0,0
Kerala,1,2002,Male,Hindu,710,1610,7,7
Kerala,1,2002,Male,Muslim,450,1083,5,0
Kerala,1,2002,Male,Others,18,8,0,0
Kerala,1,2002,Male,Sikh,0,0,0,0
Kerala,1,2003,Female,Christian,9,42,0,0
Kerala,1,2003,Female,Hindu,45,73,0,0
Kerala,1,2003,Female,Muslim,13,21,0,0
Kerala,1,2003,Female,Others,0,0,0,0
Kerala,1,2003,Female,Sikh,0,0,0,0
Kerala,1,2003,Male,Christian,583,846,0,1
Kerala,1,2003,Male,Hindu,963,1993,0,3
Kerala,1,2003,Male,Muslim,558,1268,8,2
Kerala,1,2003,Male,Others,21,15,0,0
Kerala,1,2003,Male,Sikh,0,0,0,0
Kerala,1,2004,Female,Christian,9,47,0,0
Kerala,1,2004,Female,Hindu,55,79,0,0
Kerala,1,2004,Female,Muslim,20,28,0,0
Kerala,1,2004,Female,Others,0,0,0,0
Kerala,1,2004,Female,Sikh,0,0,0,0
Kerala,1,2004,Male,Christian,783,737,0,1
Kerala,1,2004,Male,Hindu,980,2008,0,3
Kerala,1,2004,Male,Muslim,898,1486,8,2
Kerala,1,2004,Male,Others,35,15,0,0
Kerala,1,2004,Male,Sikh,0,0,0,0
Kerala,1,2005,Female,Christian,12,33,0,0
Kerala,1,2005,Female,Hindu,48,62,0,0
Kerala,1,2005,Female,Muslim,17,29,0,0
Kerala,1,2005,Female,Others,0,0,0,0
Kerala,1,2005,Female,Sikh,0,0,0,0
Kerala,1,2005,Male,Christian,785,640,0,0
Kerala,1,2005,Male,Hindu,1009,1946,0,2
Kerala,1,2005,Male,Muslim,899,1318,13,0
Kerala,1,2005,Male,Others,36,14,0,0
Kerala,1,2005,Male,Sikh,0,0,0,0
Kerala,1,2006,Female,Christian,8,21,0,0
Kerala,1,2006,Female,Hindu,49,82,0,0
Kerala,1,2006,Female,Muslim,6,21,0,0
Kerala,1,2006,Female,Others,1,1,0,0
Kerala,1,2006,Female,Sikh,0,0,0,0
Kerala,1,2006,Male,Christian,831,624,1,1
Kerala,1,2006,Male,Hindu,1178,1722,1,1
Kerala,1,2006,Male,Muslim,775,1130,3,2
Kerala,1,2006,Male,Others,28,18,0,0
Kerala,1,2006,Male,Sikh,0,0,0,0
Kerala,1,2007,Female,Christian,7,21,0,0
Kerala,1,2007,Female,Hindu,43,28,0,0
Kerala,1,2007,Female,Muslim,8,76,0,0
Kerala,1,2007,Female,Others,0,0,0,0
Kerala,1,2007,Female,Sikh,0,0,0,0
Kerala,1,2007,Male,Christian,834,893,10,1
Kerala,1,2007,Male,Hindu,1165,1635,10,4
Kerala,1,2007,Male,Muslim,844,1121,12,2
Kerala,1,2007,Male,Others,15,13,0,0
Kerala,1,2007,Male,Sikh,0,0,0,0
Kerala,1,2008,Female,Christian,7,21,0,0
Kerala,1,2008,Female,Hindu,35,41,0,0
Kerala,1,2008,Female,Muslim,9,66,0,0
Kerala,1,2008,Female,Others,1,0,0,0
Kerala,1,2008,Female,Sikh,2,0,0,0
Kerala,1,2008,Male,Christian,667,935,9,1
Kerala,1,2008,Male,Hindu,1096,1618,15,4
Kerala,1,2008,Male,Muslim,896,1221,17,2
Kerala,1,2008,Male,Others,34,32,0,0
Kerala,1,2008,Male,Sikh,3,0,0,0
Kerala,1,2009,Female,Christian,8,24,0,0
Kerala,1,2009,Female,Hindu,36,96,0,0
Kerala,1,2009,Female,Muslim,9,31,0,0
Kerala,1,2009,Female,Others,0,2,0,0
Kerala,1,2009,Female,Sikh,0,0,0,0
Kerala,1,2009,Male,Christian,686,995,9,0
Kerala,1,2009,Male,Hindu,1263,1836,32,2
Kerala,1,2009,Male,Muslim,803,1074,28,1
Kerala,1,2009,Male,Others,14,20,1,0
Kerala,1,2009,Male,Sikh,1,0,0,0
Kerala,1,2010,Female,Christian,8,31,0,0
Kerala,1,2010,Female,Hindu,30,91,0,0
Kerala,1,2010,Female,Muslim,12,40,0,0
Kerala,1,2010,Female,Others,0,0,0,0
Kerala,1,2010,Female,Sikh,0,0,0,0
Kerala,1,2010,Male,Christian,651,793,0,0
Kerala,1,2010,Male,Hindu,1267,1884,6,3
Kerala,1,2010,Male,Muslim,815,1060,0,0
Kerala,1,2010,Male,Others,0,0,0,0
Kerala,1,2010,Male,Sikh,1,0,0,0
Kerala,1,2011,Female,Christian,9,22,0,0
Kerala,1,2011,Female,Hindu,33,61,0,0
Kerala,1,2011,Female,Muslim,13,32,0,0
Kerala,1,2011,Female,Others,0,0,0,2
Kerala,1,2011,Female,Sikh,0,0,0,0
Kerala,1,2011,Male,Christian,609,817,2,1
Kerala,1,2011,Male,Hindu,1020,1783,3,2
Kerala,1,2011,Male,Muslim,757,1060,1,0
Kerala,1,2011,Male,Others,0,0,2,0
Kerala,1,2011,Male,Sikh,0,0,0,0
Kerala,1,2012,Female,Christian,12,39,0,0
Kerala,1,2012,Female,Hindu,25,55,0,0
Kerala,1,2012,Female,Muslim,19,51,0,0
Kerala,1,2012,Female,Others,0,0,0,3
Kerala,1,2012,Female,Sikh,0,0,0,0
Kerala,1,2012,Male,Christian,725,1110,4,0
Kerala,1,2012,Male,Hindu,1128,1555,3,0
Kerala,1,2012,Male,Muslim,857,1355,2,0
Kerala,1,2012,Male,Others,0,0,0,4
Kerala,1,2012,Male,Sikh,0,0,0,0
Kerala,1,2013,Female,Christian,8,22,0,0
Kerala,1,2013,Female,Hindu,28,83,0,2
Kerala,1,2013,Female,Muslim,12,35,0,0
Kerala,1,2013,Female,Others,0,0,0,0
Kerala,1,2013,Female,Sikh,0,0,0,0
Kerala,1,2013,Male,Christian,463,716,0,0
Kerala,1,2013,Male,Hindu,1580,2644,0,0
Kerala,1,2013,Male,Muslim,681,1121,0,0
Kerala,1,2013,Male,Others,0,0,0,0
Kerala,1,2013,Male,Sikh,0,0,0,0
Lakshadweep,0,2001,Female,Christian,0,0,0,0
Lakshadweep,0,2001,Female,Hindu,0,0,0,0
Lakshadweep,0,2001,Female,Muslim,0,0,0,0
Lakshadweep,0,2001,Female,Others,0,0,0,0
Lakshadweep,0,2001,Female,Sikh,0,0,0,0
Lakshadweep,0,2001,Male,Christian,0,0,0,0
Lakshadweep,0,2001,Male,Hindu,0,0,0,0
Lakshadweep,0,2001,Male,Muslim,0,1,0,0
Lakshadweep,0,2001,Male,Others,0,0,0,0
Lakshadweep,0,2001,Male,Sikh,0,0,0,0
Lakshadweep,0,2002,Female,Christian,0,0,0,0
Lakshadweep,0,2002,Female,Hindu,0,0,0,0
Lakshadweep,0,2002,Female,Muslim,0,0,0,0
Lakshadweep,0,2002,Female,Others,0,0,0,0
Lakshadweep,0,2002,Female,Sikh,0,0,0,0
Lakshadweep,0,2002,Male,Christian,0,1,0,0
Lakshadweep,0,2002,Male,Hindu,0,5,0,0
Lakshadweep,0,2002,Male,Muslim,2,8,0,0
Lakshadweep,0,2002,Male,Others,0,0,0,0
Lakshadweep,0,2002,Male,Sikh,0,0,0,0
Lakshadweep,0,2003,Female,Christian,0,0,0,0
Lakshadweep,0,2003,Female,Hindu,0,0,0,0
Lakshadweep,0,2003,Female,Muslim,0,0,0,0
Lakshadweep,0,2003,Female,Others,0,0,0,0
Lakshadweep,0,2003,Female,Sikh,0,0,0,0
Lakshadweep,0,2003,Male,Christian,0,0,0,0
Lakshadweep,0,2003,Male,Hindu,0,0,0,0
Lakshadweep,0,2003,Male,Muslim,0,4,0,0
Lakshadweep,0,2003,Male,Others,0,0,0,0
Lakshadweep,0,2003,Male,Sikh,0,0,0,0
Lakshadweep,0,2004,Female,Christian,0,0,0,0
Lakshadweep,0,2004,Female,Hindu,0,0,0,0
Lakshadweep,0,2004,Female,Muslim,0,0,0,0
Lakshadweep,0,2004,Female,Others,0,0,0,0
Lakshadweep,0,2004,Female,Sikh,0,0,0,0
Lakshadweep,0,2004,Male,Christian,0,0,0,0
Lakshadweep,0,2004,Male,Hindu,0,0,0,0
Lakshadweep,0,2004,Male,Muslim,0,0,0,0
Lakshadweep,0,2004,Male,Others,0,0,0,0
Lakshadweep,0,2004,Male,Sikh,0,0,0,0
Lakshadweep,0,2005,Female,Christian,0,0,0,0
Lakshadweep,0,2005,Female,Hindu,0,0,0,0
Lakshadweep,0,2005,Female,Muslim,0,0,0,0
Lakshadweep,0,2005,Female,Others,0,0,0,0
Lakshadweep,0,2005,Female,Sikh,0,0,0,0
Lakshadweep,0,2005,Male,Christian,0,0,0,0
Lakshadweep,0,2005,Male,Hindu,0,2,0,0
Lakshadweep,0,2005,Male,Muslim,0,4,0,0
Lakshadweep,0,2005,Male,Others,0,0,0,0
Lakshadweep,0,2005,Male,Sikh,0,0,0,0
Lakshadweep,0,2006,Female,Christian,0,0,0,0
Lakshadweep,0,2006,Female,Hindu,0,0,0,0
Lakshadweep,0,2006,Female,Muslim,0,0,0,0
Lakshadweep,0,2006,Female,Others,0,0,0,0
Lakshadweep,0,2006,Female,Sikh,0,0,0,0
Lakshadweep,0,2006,Male,Christian,0,0,0,0
Lakshadweep,0,2006,Male,Hindu,0,0,0,0
Lakshadweep,0,2006,Male,Muslim,0,0,0,0
Lakshadweep,0,2006,Male,Others,0,0,0,0
Lakshadweep,0,2006,Male,Sikh,0,0,0,0
Lakshadweep,0,2007,Female,Christian,0,0,0,0
Lakshadweep,0,2007,Female,Hindu,0,0,0,0
Lakshadweep,0,2007,Female,Muslim,0,0,0,0
Lakshadweep,0,2007,Female,Others,0,0,0,0
Lakshadweep,0,2007,Female,Sikh,0,0,0,0
Lakshadweep,0,2007,Male,Christian,0,0,0,0
Lakshadweep,0,2007,Male,Hindu,0,1,0,0
Lakshadweep,0,2007,Male,Muslim,3,10,0,8
Lakshadweep,0,2007,Male,Others,0,0,0,0
Lakshadweep,0,2007,Male,Sikh,0,0,0,0
Lakshadweep,0,2008,Female,Christian,0,0,0,0
Lakshadweep,0,2008,Female,Hindu,0,0,0,0
Lakshadweep,0,2008,Female,Muslim,0,0,0,0
Lakshadweep,0,2008,Female,Others,0,0,0,0
Lakshadweep,0,2008,Female,Sikh,0,0,0,0
Lakshadweep,0,2008,Male,Christian,0,11,0,0
Lakshadweep,0,2008,Male,Hindu,0,4,0,0
Lakshadweep,0,2008,Male,Muslim,0,4,0,0
Lakshadweep,0,2008,Male,Others,0,0,0,0
Lakshadweep,0,2008,Male,Sikh,0,0,0,0
Lakshadweep,0,2009,Female,Christian,0,0,0,0
Lakshadweep,0,2009,Female,Hindu,0,0,0,0
Lakshadweep,0,2009,Female,Muslim,0,0,0,0
Lakshadweep,0,2009,Female,Others,0,0,0,0
Lakshadweep,0,2009,Female,Sikh,0,0,0,0
Lakshadweep,0,2009,Male,Christian,0,0,0,0
Lakshadweep,0,2009,Male,Hindu,0,1,0,0
Lakshadweep,0,2009,Male,Muslim,1,42,0,0
Lakshadweep,0,2009,Male,Others,0,0,0,0
Lakshadweep,0,2009,Male,Sikh,0,0,0,0
Lakshadweep,0,2010,Female,Christian,0,0,0,0
Lakshadweep,0,2010,Female,Hindu,0,0,0,0
Lakshadweep,0,2010,Female,Muslim,0,0,0,0
Lakshadweep,0,2010,Female,Others,0,0,0,0
Lakshadweep,0,2010,Female,Sikh,0,0,0,0
Lakshadweep,0,2010,Male,Christian,0,0,0,0
Lakshadweep,0,2010,Male,Hindu,0,0,0,0
Lakshadweep,0,2010,Male,Muslim,0,27,0,0
Lakshadweep,0,2010,Male,Others,0,0,0,0
Lakshadweep,0,2010,Male,Sikh,0,0,0,0
Lakshadweep,0,2011,Female,Christian,0,0,0,0
Lakshadweep,0,2011,Female,Hindu,0,0,0,0
Lakshadweep,0,2011,Female,Muslim,0,1,0,0
Lakshadweep,0,2011,Female,Others,0,0,0,0
Lakshadweep,0,2011,Female,Sikh,0,0,0,0
Lakshadweep,0,2011,Male,Christian,0,0,0,0
Lakshadweep,0,2011,Male,Hindu,0,0,0,0
Lakshadweep,0,2011,Male,Muslim,0,29,50,0
Lakshadweep,0,2011,Male,Others,0,0,0,0
Lakshadweep,0,2011,Male,Sikh,0,0,0,0
Lakshadweep,0,2012,Female,Christian,0,0,0,0
Lakshadweep,0,2012,Female,Hindu,0,0,0,0
Lakshadweep,0,2012,Female,Muslim,0,0,0,0
Lakshadweep,0,2012,Female,Others,0,0,0,0
Lakshadweep,0,2012,Female,Sikh,0,0,0,0
Lakshadweep,0,2012,Male,Christian,0,0,0,0
Lakshadweep,0,2012,Male,Hindu,0,0,0,0
Lakshadweep,0,2012,Male,Muslim,0,0,0,0
Lakshadweep,0,2012,Male,Others,0,0,0,0
Lakshadweep,0,2012,Male,Sikh,0,0,0,0
Lakshadweep,0,2013,Female,Christian,0,0,0,0
Lakshadweep,0,2013,Female,Hindu,0,0,0,0
Lakshadweep,0,2013,Female,Muslim,0,0,0,0
Lakshadweep,0,2013,Female,Others,0,0,0,0
Lakshadweep,0,2013,Female,Sikh,0,0,0,0
Lakshadweep,0,2013,Male,Christian,0,0,0,0
Lakshadweep,0,2013,Male,Hindu,0,0,0,0
Lakshadweep,0,2013,Male,Muslim,0,0,0,0
Lakshadweep,0,2013,Male,Others,0,0,0,0
Lakshadweep,0,2013,Male,Sikh,0,0,0,0
Madhya Pradesh,1,2001,Female,Christian,0,0,0,0
Madhya Pradesh,1,2001,Female,Hindu,185,362,0,0
Madhya Pradesh,1,2001,Female,Muslim,39,56,0,0
Madhya Pradesh,1,2001,Female,Others,38,35,0,0
Madhya Pradesh,1,2001,Female,Sikh,0,2,0,0
Madhya Pradesh,1,2001,Male,Christian,60,111,0,0
Madhya Pradesh,1,2001,Male,Hindu,9817,13272,14,25
Madhya Pradesh,1,2001,Male,Muslim,1333,1909,2,14
Madhya Pradesh,1,2001,Male,Others,634,954,0,0
Madhya Pradesh,1,2001,Male,Sikh,89,136,0,0
Madhya Pradesh,1,2002,Female,Christian,1,1,0,0
Madhya Pradesh,1,2002,Female,Hindu,229,380,0,1
Madhya Pradesh,1,2002,Female,Muslim,30,76,0,0
Madhya Pradesh,1,2002,Female,Others,0,0,0,0
Madhya Pradesh,1,2002,Female,Sikh,0,2,0,0
Madhya Pradesh,1,2002,Male,Christian,33,90,0,0
Madhya Pradesh,1,2002,Male,Hindu,10218,12108,10,49
Madhya Pradesh,1,2002,Male,Muslim,1436,2801,6,6
Madhya Pradesh,1,2002,Male,Others,32,14,0,1
Madhya Pradesh,1,2002,Male,Sikh,78,163,0,2
Madhya Pradesh,1,2003,Female,Christian,1,0,0,0
Madhya Pradesh,1,2003,Female,Hindu,343,309,0,0
Madhya Pradesh,1,2003,Female,Muslim,193,120,0,0
Madhya Pradesh,1,2003,Female,Others,8,9,0,0
Madhya Pradesh,1,2003,Female,Sikh,0,17,0,0
Madhya Pradesh,1,2003,Male,Christian,15,88,0,0
Madhya Pradesh,1,2003,Male,Hindu,10590,11607,7,39
Madhya Pradesh,1,2003,Male,Muslim,1544,1568,5,7
Madhya Pradesh,1,2003,Male,Others,37,54,0,0
Madhya Pradesh,1,2003,Male,Sikh,49,221,1,0
Madhya Pradesh,1,2004,Female,Christian,1,1,0,0
Madhya Pradesh,1,2004,Female,Hindu,215,377,0,0
Madhya Pradesh,1,2004,Female,Muslim,51,69,0,0
Madhya Pradesh,1,2004,Female,Others,1,7,0,0
Madhya Pradesh,1,2004,Female,Sikh,1,7,0,0
Madhya Pradesh,1,2004,Male,Christian,44,54,0,0
Madhya Pradesh,1,2004,Male,Hindu,11396,12853,2,67
Madhya Pradesh,1,2004,Male,Muslim,1251,2180,3,14
Madhya Pradesh,1,2004,Male,Others,34,83,0,2
Madhya Pradesh,1,2004,Male,Sikh,72,146,0,1
Madhya Pradesh,1,2005,Female,Christian,3,2,0,0
Madhya Pradesh,1,2005,Female,Hindu,255,449,0,0
Madhya Pradesh,1,2005,Female,Muslim,35,62,0,0
Madhya Pradesh,1,2005,Female,Others,2,3,0,0
Madhya Pradesh,1,2005,Female,Sikh,2,4,0,0
Madhya Pradesh,1,2005,Male,Christian,63,67,0,0
Madhya Pradesh,1,2005,Male,Hindu,12349,14114,16,61
Madhya Pradesh,1,2005,Male,Muslim,1518,2052,5,14
Madhya Pradesh,1,2005,Male,Others,62,142,0,2
Madhya Pradesh,1,2005,Male,Sikh,102,96,0,0
Madhya Pradesh,1,2006,Female,Christian,2,3,0,0
Madhya Pradesh,1,2006,Female,Hindu,285,351,0,3
Madhya Pradesh,1,2006,Female,Muslim,43,50,0,0
Madhya Pradesh,1,2006,Female,Others,18,20,0,0
Madhya Pradesh,1,2006,Female,Sikh,1,3,0,0
Madhya Pradesh,1,2006,Male,Christian,51,60,0,1
Madhya Pradesh,1,2006,Male,Hindu,12907,13980,12,50
Madhya Pradesh,1,2006,Male,Muslim,1702,1999,9,17
Madhya Pradesh,1,2006,Male,Others,135,138,0,4
Madhya Pradesh,1,2006,Male,Sikh,71,82,0,3
Madhya Pradesh,1,2007,Female,Christian,3,4,0,0
Madhya Pradesh,1,2007,Female,Hindu,303,391,0,0
Madhya Pradesh,1,2007,Female,Muslim,54,61,0,0
Madhya Pradesh,1,2007,Female,Others,10,23,0,0
Madhya Pradesh,1,2007,Female,Sikh,3,2,0,0
Madhya Pradesh,1,2007,Male,Christian,49,68,0,0
Madhya Pradesh,1,2007,Male,Hindu,13798,12910,23,44
Madhya Pradesh,1,2007,Male,Muslim,1839,2527,10,16
Madhya Pradesh,1,2007,Male,Others,174,169,0,2
Madhya Pradesh,1,2007,Male,Sikh,80,145,1,3
Madhya Pradesh,1,2008,Female,Christian,3,4,0,0
Madhya Pradesh,1,2008,Female,Hindu,318,492,0,0
Madhya Pradesh,1,2008,Female,Muslim,57,68,0,0
Madhya Pradesh,1,2008,Female,Others,12,19,0,0
Madhya Pradesh,1,2008,Female,Sikh,6,3,0,0
Madhya Pradesh,1,2008,Male,Christian,36,127,2,1
Madhya Pradesh,1,2008,Male,Hindu,13764,14984,77,39
Madhya Pradesh,1,2008,Male,Muslim,1733,2439,20,14
Madhya Pradesh,1,2008,Male,Others,93,215,3,6
Madhya Pradesh,1,2008,Male,Sikh,80,137,1,2
Madhya Pradesh,1,2009,Female,Christian,3,8,0,0
Madhya Pradesh,1,2009,Female,Hindu,331,432,0,0
Madhya Pradesh,1,2009,Female,Muslim,46,66,0,0
Madhya Pradesh,1,2009,Female,Others,16,20,0,0
Madhya Pradesh,1,2009,Female,Sikh,4,5,0,0
Madhya Pradesh,1,2009,Male,Christian,42,125,0,1
Madhya Pradesh,1,2009,Male,Hindu,12593,13482,34,51
Madhya Pradesh,1,2009,Male,Muslim,2126,2778,14,17
Madhya Pradesh,1,2009,Male,Others,129,206,2,5
Madhya Pradesh,1,2009,Male,Sikh,77,189,1,3
Madhya Pradesh,1,2010,Female,Christian,2,5,0,1
Madhya Pradesh,1,2010,Female,Hindu,349,467,0,4
Madhya Pradesh,1,2010,Female,Muslim,46,71,0,2
Madhya Pradesh,1,2010,Female,Others,11,27,0,1
Madhya Pradesh,1,2010,Female,Sikh,4,4,0,1
Madhya Pradesh,1,2010,Male,Christian,32,106,0,2
Madhya Pradesh,1,2010,Male,Hindu,11866,12967,68,73
Madhya Pradesh,1,2010,Male,Muslim,2088,2495,17,27
Madhya Pradesh,1,2010,Male,Others,118,248,0,16
Madhya Pradesh,1,2010,Male,Sikh,63,132,1,4
Madhya Pradesh,1,2011,Female,Christian,9,2,0,0
Madhya Pradesh,1,2011,Female,Hindu,358,528,0,0
Madhya Pradesh,1,2011,Female,Muslim,57,56,0,0
Madhya Pradesh,1,2011,Female,Others,25,43,0,1
Madhya Pradesh,1,2011,Female,Sikh,5,1,0,0
Madhya Pradesh,1,2011,Male,Christian,24,104,1,1
Madhya Pradesh,1,2011,Male,Hindu,13226,13476,106,96
Madhya Pradesh,1,2011,Male,Muslim,1966,2106,25,19
Madhya Pradesh,1,2011,Male,Others,228,208,0,8
Madhya Pradesh,1,2011,Male,Sikh,58,177,0,2
Madhya Pradesh,1,2012,Female,Christian,0,1,0,0
Madhya Pradesh,1,2012,Female,Hindu,439,624,0,0
Madhya Pradesh,1,2012,Female,Muslim,50,59,1,0
Madhya Pradesh,1,2012,Female,Others,4,0,0,0
Madhya Pradesh,1,2012,Female,Sikh,1,2,0,0
Madhya Pradesh,1,2012,Male,Christian,21,25,2,0
Madhya Pradesh,1,2012,Male,Hindu,13801,14741,97,63
Madhya Pradesh,1,2012,Male,Muslim,1676,2000,38,13
Madhya Pradesh,1,2012,Male,Others,69,99,0,0
Madhya Pradesh,1,2012,Male,Sikh,64,68,1,0
Madhya Pradesh,1,2013,Female,Christian,2,2,0,0
Madhya Pradesh,1,2013,Female,Hindu,454,496,0,3
Madhya Pradesh,1,2013,Female,Muslim,52,61,0,0
Madhya Pradesh,1,2013,Female,Others,5,4,0,0
Madhya Pradesh,1,2013,Female,Sikh,3,4,0,0
Madhya Pradesh,1,2013,Male,Christian,43,62,1,2
Madhya Pradesh,1,2013,Male,Hindu,14530,14551,86,123
Madhya Pradesh,1,2013,Male,Muslim,1615,2217,37,19
Madhya Pradesh,1,2013,Male,Others,95,80,0,0
Madhya Pradesh,1,2013,Male,Sikh,70,91,0,0
Maharashtra,1,2001,Female,Christian,5,13,0,0
Maharashtra,1,2001,Female,Hindu,181,413,0,0
Maharashtra,1,2001,Female,Muslim,68,125,1,0
Maharashtra,1,2001,Female,Others,22,24,0,0
