state_name,is_state,year,gender,sentence_period,age_16_18_years,age_18_30_years,age_30_50_years,age_50_above
Chhattisgarh,1,2003,Male,Life Imprisonment,8,992,1419,246
Chhattisgarh,1,2003,Male,10-13 Plus years,3,182,371,46
Chhattisgarh,1,2003,Male,7-9 Plus years,2,160,241,38
Chhattisgarh,1,2003,Male,5-6 Plus years,0,80,116,14
Chhattisgarh,1,2003,Male,2-4 Plus years,7,55,86,16
Chhattisgarh,1,2003,Male,1 Less than 2 years,3,51,70,4
Chhattisgarh,1,2003,Male,6 months less than 1 Yr.,0,41,54,14
Chhattisgarh,1,2003,Male,3 - 6 months,0,57,39,6
Chhattisgarh,1,2003,Male,Less than 3 months,4,41,50,4
Chhattisgarh,1,2004,Male,Capital Punishment,0,0,0,0
Chhattisgarh,1,2004,Male,Life Imprisonment,0,947,1699,354
Chhattisgarh,1,2004,Male,10-13 Plus years,0,121,235,83
Chhattisgarh,1,2004,Male,7-9 Plus years,0,87,168,31
Chhattisgarh,1,2004,Male,5-6 Plus years,0,50,122,16
Chhattisgarh,1,2004,Male,2-4 Plus years,0,44,72,1
Chhattisgarh,1,2004,Male,1 Less than 2 years,0,30,38,9
Chhattisgarh,1,2004,Male,6 months less than 1 Yr.,0,49,39,1
Chhattisgarh,1,2004,Male,3 - 6 months,0,38,36,1
Chhattisgarh,1,2004,Male,Less than 3 months,0,21,28,0
Chhattisgarh,1,2005,Male,Capital Punishment,0,0,0,0
Chhattisgarh,1,2005,Male,Life Imprisonment,0,782,1801,342
Chhattisgarh,1,2005,Male,10-13 Plus years,0,194,133,28
Chhattisgarh,1,2005,Male,7-9 Plus years,0,144,114,19
Chhattisgarh,1,2005,Male,5-6 Plus years,0,74,72,25
Chhattisgarh,1,2005,Male,2-4 Plus years,0,72,44,13
Chhattisgarh,1,2005,Male,1 Less than 2 years,0,40,40,1
Chhattisgarh,1,2005,Male,6 months less than 1 Yr.,0,41,43,2
Chhattisgarh,1,2005,Male,3 - 6 months,0,23,26,4
Chhattisgarh,1,2005,Male,Less than 3 months,0,19,12,0
Chhattisgarh,1,2006,Male,Capital Punishment,0,1,0,0
Chhattisgarh,1,2006,Male,Life Imprisonment,0,796,1722,243
Chhattisgarh,1,2006,Male,10-13 Plus years,0,128,191,56
Chhattisgarh,1,2006,Male,7-9 Plus years,0,104,184,24
Chhattisgarh,1,2006,Male,5-6 Plus years,0,68,109,18
Chhattisgarh,1,2006,Male,2-4 Plus years,0,65,64,17
Chhattisgarh,1,2006,Male,1 Less than 2 years,0,57,63,7
Chhattisgarh,1,2006,Male,6 months less than 1 Yr.,0,44,51,3
Chhattisgarh,1,2006,Male,3 - 6 months,0,30,19,4
Chhattisgarh,1,2006,Male,Less than 3 months,0,8,9,2
Chhattisgarh,1,2007,Male,Capital Punishment,0,3,2,0
Chhattisgarh,1,2007,Male,Life Imprisonment,0,930,1794,228
Chhattisgarh,1,2007,Male,10-13 Plus years,0,161,202,26
Chhattisgarh,1,2007,Male,7-9 Plus years,0,140,184,23
Chhattisgarh,1,2007,Male,5-6 Plus years,0,102,112,13
Chhattisgarh,1,2007,Male,2-4 Plus years,0,76,53,8
Chhattisgarh,1,2007,Male,1 Less than 2 years,0,46,41,10
Chhattisgarh,1,2007,Male,6 months less than 1 Yr.,0,46,35,3
Chhattisgarh,1,2007,Male,3 - 6 months,0,31,17,4
Chhattisgarh,1,2007,Male,Less than 3 months,0,10,14,3
Chhattisgarh,1,2008,Male,Capital Punishment,0,4,2,0
Chhattisgarh,1,2008,Male,Life Imprisonment,0,1017,1576,311
Chhattisgarh,1,2008,Male,10-13 Plus years,0,190,202,58
Chhattisgarh,1,2008,Male,7-9 Plus years,0,190,163,40
Chhattisgarh,1,2008,Male,5-6 Plus years,0,145,105,23
Chhattisgarh,1,2008,Male,2-4 Plus years,0,87,58,13
Chhattisgarh,1,2008,Male,1 Less than 2 years,0,84,76,7
Chhattisgarh,1,2008,Male,6 months less than 1 Yr.,0,47,30,3
Chhattisgarh,1,2008,Male,3 - 6 months,0,50,26,4
Chhattisgarh,1,2008,Male,Less than 3 months,0,29,28,5
Chhattisgarh,1,2009,Male,Capital Punishment,0,0,9,0
Chhattisgarh,1,2009,Male,Life Imprisonment,0,967,1710,471
Chhattisgarh,1,2009,Male,10-13 Plus years,0,190,260,44
Chhattisgarh,1,2009,Male,7-9 Plus years,0,179,177,19
Chhattisgarh,1,2009,Male,5-6 Plus years,0,91,98,16
Chhattisgarh,1,2009,Male,2-4 Plus years,0,97,56,8
Chhattisgarh,1,2009,Male,1 Less than 2 years,0,63,41,9
Chhattisgarh,1,2009,Male,6 months less than 1 Yr.,0,44,25,1
Chhattisgarh,1,2009,Male,3 - 6 months,0,22,12,2
Chhattisgarh,1,2009,Male,Less than 3 months,0,14,13,2
Chhattisgarh,1,2010,Male,Capital Punishment,0,1,4,0
Chhattisgarh,1,2010,Male,Life Imprisonment,0,1153,1579,505
Chhattisgarh,1,2010,Male,10-13 Plus years,0,262,302,106
Chhattisgarh,1,2010,Male,7-9 Plus years,0,174,181,68
Chhattisgarh,1,2010,Male,5-6 Plus years,0,88,91,37
Chhattisgarh,1,2010,Male,2-4 Plus years,0,80,63,27
Chhattisgarh,1,2010,Male,1 Less than 2 years,0,62,50,21
Chhattisgarh,1,2010,Male,6 months less than 1 Yr.,0,24,24,16
Chhattisgarh,1,2010,Male,3 - 6 months,0,21,11,11
Chhattisgarh,1,2010,Male,Less than 3 months,0,10,9,7
Chhattisgarh,1,2011,Male,Capital Punishment,0,0,5,0
Chhattisgarh,1,2011,Male,Life Imprisonment,0,1241,1904,629
Chhattisgarh,1,2011,Male,10-13 Plus years,0,234,232,73
Chhattisgarh,1,2011,Male,7-9 Plus years,0,212,199,66
Chhattisgarh,1,2011,Male,5-6 Plus years,0,90,60,31
Chhattisgarh,1,2011,Male,2-4 Plus years,0,65,57,29
Chhattisgarh,1,2011,Male,1 Less than 2 years,0,45,35,20
Chhattisgarh,1,2011,Male,6 months less than 1 Yr.,0,32,28,14
Chhattisgarh,1,2011,Male,3 - 6 months,0,29,12,11
Chhattisgarh,1,2011,Male,Less than 3 months,0,18,9,8
Goa,1,2001,Male,Capital Punishment,0,0,0,0
Goa,1,2001,Male,Life Imprisonment,0,13,37,2
Goa,1,2001,Male,10-13 Plus years,0,16,26,1
Goa,1,2001,Male,7-9 Plus years,0,13,6,2
Goa,1,2001,Male,5-6 Plus years,0,5,3,1
Goa,1,2001,Male,2-4 Plus years,0,7,4,1
Goa,1,2001,Male,1 Less than 2 years,0,0,2,0
Goa,1,2001,Male,6 months less than 1 Yr.,0,0,1,0
Goa,1,2001,Male,3 - 6 months,0,3,3,2
Goa,1,2001,Male,Less than 3 months,0,4,2,0
Goa,1,2002,Male,Capital Punishment,0,0,0,0
Goa,1,2002,Male,Life Imprisonment,0,26,17,10
Goa,1,2002,Male,10-13 Plus years,0,0,27,6
Goa,1,2002,Male,7-9 Plus years,0,0,22,0
Goa,1,2002,Male,5-6 Plus years,0,4,20,0
Goa,1,2002,Male,2-4 Plus years,0,0,0,0
Goa,1,2002,Male,1 Less than 2 years,0,2,3,1
Goa,1,2002,Male,6 months less than 1 Yr.,0,4,2,0
Goa,1,2002,Male,3 - 6 months,0,0,0,1
Goa,1,2002,Male,Less than 3 months,0,0,0,0
Goa,1,2003,Male,Capital Punishment,0,0,0,0
Goa,1,2003,Male,Life Imprisonment,0,21,16,15
Goa,1,2003,Male,10-13 Plus years,0,15,18,0
Goa,1,2003,Male,7-9 Plus years,0,6,14,0
Goa,1,2003,Male,5-6 Plus years,0,6,15,0
Goa,1,2003,Male,2-4 Plus years,0,4,5,0
Goa,1,2003,Male,1 Less than 2 years,0,1,4,0
Goa,1,2003,Male,6 months less than 1 Yr.,0,0,0,0
Goa,1,2003,Male,3 - 6 months,0,0,0,0
Goa,1,2003,Male,Less than 3 months,0,0,0,0
Goa,1,2004,Male,Capital Punishment,0,0,0,0
Goa,1,2004,Male,Life Imprisonment,0,18,26,7
Goa,1,2004,Male,10-13 Plus years,0,21,6,0
Goa,1,2004,Male,7-9 Plus years,0,10,9,0
Goa,1,2004,Male,5-6 Plus years,0,6,0,0
Goa,1,2004,Male,2-4 Plus years,0,30,0,0
Goa,1,2004,Male,1 Less than 2 years,0,2,2,0
Goa,1,2004,Male,6 months less than 1 Yr.,0,0,10,1
Goa,1,2004,Male,3 - 6 months,0,0,0,0
Goa,1,2004,Male,Less than 3 months,0,0,0,0
Goa,1,2005,Male,Capital Punishment,0,0,1,0
Goa,1,2005,Male,Life Imprisonment,0,4,37,7
Goa,1,2005,Male,10-13 Plus years,0,5,34,0
Goa,1,2005,Male,7-9 Plus years,0,2,23,0
Goa,1,2005,Male,5-6 Plus years,0,4,5,0
Goa,1,2005,Male,2-4 Plus years,0,4,5,1
Goa,1,2005,Male,1 Less than 2 years,0,0,0,0
Goa,1,2005,Male,6 months less than 1 Yr.,0,0,1,0
Goa,1,2005,Male,3 - 6 months,0,0,0,1
Goa,1,2005,Male,Less than 3 months,0,0,1,0
Goa,1,2006,Male,Capital Punishment,0,0,0,0
Goa,1,2006,Male,Life Imprisonment,0,20,21,7
Goa,1,2006,Male,10-13 Plus years,0,16,17,1
Goa,1,2006,Male,7-9 Plus years,0,9,12,0
Goa,1,2006,Male,5-6 Plus years,0,5,10,0
Goa,1,2006,Male,2-4 Plus years,0,3,7,0
Goa,1,2006,Male,1 Less than 2 years,0,0,0,0
Goa,1,2006,Male,6 months less than 1 Yr.,0,2,2,0
Goa,1,2006,Male,3 - 6 months,0,4,4,0
Goa,1,2006,Male,Less than 3 months,0,2,0,0
Goa,1,2007,Male,Capital Punishment,0,1,0,0
Goa,1,2007,Male,Life Imprisonment,0,17,22,6
Goa,1,2007,Male,10-13 Plus years,0,10,21,7
Goa,1,2007,Male,7-9 Plus years,0,4,9,3
Goa,1,2007,Male,5-6 Plus years,0,6,13,8
Goa,1,2007,Male,2-4 Plus years,0,1,4,0
Goa,1,2007,Male,1 Less than 2 years,0,1,3,3
Goa,1,2007,Male,6 months less than 1 Yr.,0,0,0,0
Goa,1,2007,Male,3 - 6 months,0,4,0,2
Goa,1,2007,Male,Less than 3 months,0,0,0,0
Goa,1,2008,Male,Capital Punishment,0,1,0,0
Goa,1,2008,Male,Life Imprisonment,0,37,20,7
Goa,1,2008,Male,10-13 Plus years,0,24,15,5
Goa,1,2008,Male,7-9 Plus years,0,4,2,0
Goa,1,2008,Male,5-6 Plus years,0,0,4,0
Goa,1,2008,Male,2-4 Plus years,0,7,7,0
Goa,1,2008,Male,1 Less than 2 years,0,0,4,0
Goa,1,2008,Male,6 months less than 1 Yr.,0,0,2,0
Goa,1,2008,Male,3 - 6 months,0,0,2,0
Goa,1,2008,Male,Less than 3 months,0,0,0,0
Goa,1,2009,Male,Capital Punishment,0,1,0,0
Goa,1,2009,Male,Life Imprisonment,0,30,30,6
Goa,1,2009,Male,10-13 Plus years,0,26,27,6
Goa,1,2009,Male,7-9 Plus years,0,14,0,0
Goa,1,2009,Male,5-6 Plus years,0,0,0,0
Goa,1,2009,Male,2-4 Plus years,0,15,3,0
Goa,1,2009,Male,1 Less than 2 years,0,0,2,0
Goa,1,2009,Male,6 months less than 1 Yr.,0,1,10,0
Goa,1,2009,Male,3 - 6 months,0,10,0,0
Goa,1,2009,Male,Less than 3 months,0,0,0,0
Goa,1,2010,Male,Capital Punishment,0,0,1,0
Goa,1,2010,Male,Life Imprisonment,0,31,34,7
Goa,1,2010,Male,10-13 Plus years,0,30,25,2
Goa,1,2010,Male,7-9 Plus years,0,2,7,0
Goa,1,2010,Male,5-6 Plus years,0,5,0,0
Goa,1,2010,Male,2-4 Plus years,0,7,2,0
Goa,1,2010,Male,1 Less than 2 years,0,1,0,0
Goa,1,2010,Male,6 months less than 1 Yr.,0,7,2,1
Goa,1,2010,Male,3 - 6 months,0,4,1,0
Goa,1,2010,Male,Less than 3 months,0,0,0,0
Goa,1,2011,Male,Capital Punishment,0,0,1,0
Goa,1,2011,Male,Life Imprisonment,0,27,35,9
Goa,1,2011,Male,10-13 Plus years,0,18,21,3
Goa,1,2011,Male,7-9 Plus years,0,4,1,0
Goa,1,2011,Male,5-6 Plus years,0,0,0,0
Goa,1,2011,Male,2-4 Plus years,0,3,0,0
Goa,1,2011,Male,1 Less than 2 years,0,4,4,0
Goa,1,2011,Male,6 months less than 1 Yr.,0,3,2,0
Goa,1,2011,Male,3 - 6 months,0,2,1,0
Goa,1,2011,Male,Less than 3 months,0,0,0,0
Goa,1,2012,Male,Capital Punishment,0,0,0,0
Goa,1,2012,Male,Life Imprisonment,0,23,34,8
Goa,1,2012,Male,10-13 Plus years,0,12,20,3
Goa,1,2012,Male,7-9 Plus years,0,2,6,0
Goa,1,2012,Male,5-6 Plus years,0,3,2,0
Goa,1,2012,Male,2-4 Plus years,0,4,4,0
Goa,1,2012,Male,1 Less than 2 years,0,5,0,0
Goa,1,2012,Male,6 months less than 1 Yr.,0,2,0,0
Goa,1,2012,Male,3 - 6 months,0,3,0,0
Goa,1,2012,Male,Less than 3 months,0,1,0,0
Gujarat,1,2001,Male,Capital Punishment,0,0,1,0
Gujarat,1,2001,Male,Life Imprisonment,0,482,1127,63
Gujarat,1,2001,Male,10-13 Plus years,0,196,140,0
Gujarat,1,2001,Male,7-9 Plus years,0,93,74,20
Gujarat,1,2001,Male,5-6 Plus years,0,67,61,2
Gujarat,1,2001,Male,2-4 Plus years,0,46,40,2
Gujarat,1,2001,Male,1 Less than 2 years,0,95,32,5
Gujarat,1,2001,Male,6 months less than 1 Yr.,0,86,36,0
Gujarat,1,2001,Male,3 - 6 months,0,55,13,0
Gujarat,1,2001,Male,Less than 3 months,0,122,0,0
Gujarat,1,2002,Male,Capital Punishment,0,0,0,0
Gujarat,1,2002,Male,Life Imprisonment,0,891,1003,123
Gujarat,1,2002,Male,10-13 Plus years,0,136,259,40
Gujarat,1,2002,Male,7-9 Plus years,0,42,30,6
Gujarat,1,2002,Male,5-6 Plus years,0,70,64,3
Gujarat,1,2002,Male,2-4 Plus years,0,40,71,8
Gujarat,1,2002,Male,1 Less than 2 years,0,33,50,7
Gujarat,1,2002,Male,6 months less than 1 Yr.,0,29,85,5
Gujarat,1,2002,Male,3 - 6 months,0,87,54,3
Gujarat,1,2002,Male,Less than 3 months,0,23,30,2
Gujarat,1,2003,Male,Capital Punishment,0,4,1,0
Gujarat,1,2003,Male,Life Imprisonment,8,831,875,203
Gujarat,1,2003,Male,10-13 Plus years,0,160,296,64
Gujarat,1,2003,Male,7-9 Plus years,0,108,90,16
Gujarat,1,2003,Male,5-6 Plus years,1,42,28,23
Gujarat,1,2003,Male,2-4 Plus years,0,22,48,31
Gujarat,1,2003,Male,1 Less than 2 years,0,55,30,18
Gujarat,1,2003,Male,6 months less than 1 Yr.,0,62,52,16
Gujarat,1,2003,Male,3 - 6 months,0,44,59,9
Gujarat,1,2003,Male,Less than 3 months,0,37,57,21
Gujarat,1,2004,Male,Capital Punishment,0,5,13,0
Gujarat,1,2004,Male,Life Imprisonment,3,544,696,198
Gujarat,1,2004,Male,10-13 Plus years,0,344,388,153
Gujarat,1,2004,Male,7-9 Plus years,0,119,347,74
Gujarat,1,2004,Male,5-6 Plus years,0,86,181,43
Gujarat,1,2004,Male,2-4 Plus years,0,62,85,14
Gujarat,1,2004,Male,1 Less than 2 years,0,26,31,9
Gujarat,1,2004,Male,6 months less than 1 Yr.,0,31,32,19
Gujarat,1,2004,Male,3 - 6 months,0,44,52,9
Gujarat,1,2004,Male,Less than 3 months,0,82,36,13
Gujarat,1,2005,Male,Capital Punishment,0,4,13,1
Gujarat,1,2005,Male,Life Imprisonment,0,814,1579,162
Gujarat,1,2005,Male,10-13 Plus years,0,242,139,82
Gujarat,1,2005,Male,7-9 Plus years,0,247,72,48
Gujarat,1,2005,Male,5-6 Plus years,0,132,201,17
Gujarat,1,2005,Male,2-4 Plus years,0,60,45,20
Gujarat,1,2005,Male,1 Less than 2 years,0,79,77,12
Gujarat,1,2005,Male,6 months less than 1 Yr.,0,13,33,8
Gujarat,1,2005,Male,3 - 6 months,0,42,38,5
Gujarat,1,2005,Male,Less than 3 months,0,80,28,5
Gujarat,1,2006,Male,Capital Punishment,0,3,8,0
Gujarat,1,2006,Male,Life Imprisonment,0,957,1525,238
Gujarat,1,2006,Male,10-13 Plus years,0,224,189,98
Gujarat,1,2006,Male,7-9 Plus years,0,195,166,60
Gujarat,1,2006,Male,5-6 Plus years,0,146,170,28
Gujarat,1,2006,Male,2-4 Plus years,0,100,150,37
Gujarat,1,2006,Male,1 Less than 2 years,0,63,49,23
Gujarat,1,2006,Male,6 months less than 1 Yr.,0,46,67,13
Gujarat,1,2006,Male,3 - 6 months,0,88,51,7
Gujarat,1,2006,Male,Less than 3 months,0,109,54,4
Gujarat,1,2007,Male,Capital Punishment,0,0,0,0
Gujarat,1,2007,Male,Life Imprisonment,0,1423,963,243
Gujarat,1,2007,Male,10-13 Plus years,0,207,169,131
Gujarat,1,2007,Male,7-9 Plus years,0,252,248,85
Gujarat,1,2007,Male,5-6 Plus years,0,104,164,41
Gujarat,1,2007,Male,2-4 Plus years,0,76,92,52
Gujarat,1,2007,Male,1 Less than 2 years,0,111,78,16
Gujarat,1,2007,Male,6 months less than 1 Yr.,0,88,77,3
Gujarat,1,2007,Male,3 - 6 months,0,71,59,2
Gujarat,1,2007,Male,Less than 3 months,0,62,54,5
Gujarat,1,2008,Male,Capital Punishment,0,0,0,0
Gujarat,1,2008,Male,Life Imprisonment,0,921,986,363
Gujarat,1,2008,Male,10-13 Plus years,0,285,373,69
Gujarat,1,2008,Male,7-9 Plus years,0,133,289,56
Gujarat,1,2008,Male,5-6 Plus years,0,234,228,46
Gujarat,1,2008,Male,2-4 Plus years,0,79,119,15
Gujarat,1,2008,Male,1 Less than 2 years,0,98,123,37
Gujarat,1,2008,Male,6 months less than 1 Yr.,0,65,45,7
Gujarat,1,2008,Male,3 - 6 months,0,29,32,5
Gujarat,1,2008,Male,Less than 3 months,0,32,49,1
Gujarat,1,2009,Male,Capital Punishment,0,6,0,1
Gujarat,1,2009,Male,Life Imprisonment,0,788,797,113
Gujarat,1,2009,Male,10-13 Plus years,0,294,294,54
Gujarat,1,2009,Male,7-9 Plus years,0,275,228,53
Gujarat,1,2009,Male,5-6 Plus years,0,216,165,30
Gujarat,1,2009,Male,2-4 Plus years,0,155,174,11
Gujarat,1,2009,Male,1 Less than 2 years,0,98,112,12
Gujarat,1,2009,Male,6 months less than 1 Yr.,0,35,69,13
Gujarat,1,2009,Male,3 - 6 months,0,22,61,7
Gujarat,1,2009,Male,Less than 3 months,0,19,54,40
Gujarat,1,2010,Male,Capital Punishment,0,6,0,1
Gujarat,1,2010,Male,Life Imprisonment,0,724,918,151
Gujarat,1,2010,Male,10-13 Plus years,0,347,304,121
Gujarat,1,2010,Male,7-9 Plus years,0,303,224,36
Gujarat,1,2010,Male,5-6 Plus years,0,179,138,38
Gujarat,1,2010,Male,2-4 Plus years,0,126,117,18
Gujarat,1,2010,Male,1 Less than 2 years,0,103,68,13
Gujarat,1,2010,Male,6 months less than 1 Yr.,0,49,47,6
Gujarat,1,2010,Male,3 - 6 months,0,31,50,8
Gujarat,1,2010,Male,Less than 3 months,0,14,28,15
Gujarat,1,2011,Male,Capital Punishment,0,3,16,1
Gujarat,1,2011,Male,Life Imprisonment,0,670,932,137
Gujarat,1,2011,Male,10-13 Plus years,0,368,294,109
Gujarat,1,2011,Male,7-9 Plus years,0,389,258,44
Gujarat,1,2011,Male,5-6 Plus years,0,170,186,16
Gujarat,1,2011,Male,2-4 Plus years,0,77,128,11
Gujarat,1,2011,Male,1 Less than 2 years,0,80,98,20
Gujarat,1,2011,Male,6 months less than 1 Yr.,0,68,107,20
Gujarat,1,2011,Male,3 - 6 months,0,45,60,4
Gujarat,1,2011,Male,Less than 3 months,0,3,12,2
Gujarat,1,2012,Male,Capital Punishment,0,0,17,2
Gujarat,1,2012,Male,Life Imprisonment,0,384,1120,334
Gujarat,1,2012,Male,10-13 Plus years,0,210,316,144
Gujarat,1,2012,Male,7-9 Plus years,0,232,199,67
Gujarat,1,2012,Male,5-6 Plus years,0,142,185,24
Gujarat,1,2012,Male,2-4 Plus years,0,94,181,21
Gujarat,1,2012,Male,1 Less than 2 years,0,63,112,10
Gujarat,1,2012,Male,6 months less than 1 Yr.,0,100,138,16
Gujarat,1,2012,Male,3 - 6 months,0,55,61,8
Gujarat,1,2012,Male,Less than 3 months,0,9,19,6
Haryana,1,2001,Male,Capital Punishment,0,0,6,1
Haryana,1,2001,Male,Life Imprisonment,0,647,773,320
Haryana,1,2001,Male,10-13 Plus years,0,251,264,56
Haryana,1,2001,Male,7-9 Plus years,0,90,87,24
Haryana,1,2001,Male,5-6 Plus years,0,41,38,12
Haryana,1,2001,Male,2-4 Plus years,0,54,47,11
Haryana,1,2001,Male,1 Less than 2 years,0,36,38,9
Haryana,1,2001,Male,6 months less than 1 Yr.,0,27,35,8
Haryana,1,2001,Male,3 - 6 months,0,20,25,9
Haryana,1,2001,Male,Less than 3 months,0,22,17,16
Haryana,1,2002,Male,Capital Punishment,0,3,1,0
Haryana,1,2002,Male,Life Imprisonment,3,834,885,274
Haryana,1,2002,Male,10-13 Plus years,0,263,220,112
Haryana,1,2002,Male,7-9 Plus years,2,120,106,37
Haryana,1,2002,Male,5-6 Plus years,0,82,69,23
Haryana,1,2002,Male,2-4 Plus years,0,90,61,29
Haryana,1,2002,Male,1 Less than 2 years,0,53,33,17
Haryana,1,2002,Male,6 months less than 1 Yr.,0,52,34,22
Haryana,1,2002,Male,3 - 6 months,0,14,25,9
Haryana,1,2002,Male,Less than 3 months,0,7,19,4
Haryana,1,2003,Male,Capital Punishment,0,0,0,0
Haryana,1,2003,Male,Life Imprisonment,0,819,1068,345
Haryana,1,2003,Male,10-13 Plus years,0,215,336,123
Haryana,1,2003,Male,7-9 Plus years,0,160,182,55
Haryana,1,2003,Male,5-6 Plus years,0,131,128,82
Haryana,1,2003,Male,2-4 Plus years,0,88,73,40
Haryana,1,2003,Male,1 Less than 2 years,0,78,58,25
Haryana,1,2003,Male,6 months less than 1 Yr.,0,40,35,19
Haryana,1,2003,Male,3 - 6 months,0,44,27,21
Haryana,1,2003,Male,Less than 3 months,0,27,44,13
Haryana,1,2004,Male,Capital Punishment,0,1,1,0
Haryana,1,2004,Male,Life Imprisonment,0,796,1107,366
Haryana,1,2004,Male,10-13 Plus years,0,343,305,137
Haryana,1,2004,Male,7-9 Plus years,0,162,156,83
Haryana,1,2004,Male,5-6 Plus years,0,140,113,28
Haryana,1,2004,Male,2-4 Plus years,0,151,99,15
Haryana,1,2004,Male,1 Less than 2 years,0,87,83,0
Haryana,1,2004,Male,6 months less than 1 Yr.,0,57,24,0
Haryana,1,2004,Male,3 - 6 months,0,36,20,0
Haryana,1,2004,Male,Less than 3 months,0,55,46,0
Haryana,1,2005,Male,Capital Punishment,0,1,2,0
Haryana,1,2005,Male,Life Imprisonment,0,608,1036,178
Haryana,1,2005,Male,10-13 Plus years,4,527,373,100
Haryana,1,2005,Male,7-9 Plus years,4,327,162,54
Haryana,1,2005,Male,5-6 Plus years,0,136,103,56
Haryana,1,2005,Male,2-4 Plus years,0,153,122,38
Haryana,1,2005,Male,1 Less than 2 years,0,126,76,43
Haryana,1,2005,Male,6 months less than 1 Yr.,0,71,39,40
Haryana,1,2005,Male,3 - 6 months,0,48,41,27
Haryana,1,2005,Male,Less than 3 months,0,56,37,17
Haryana,1,2006,Male,Capital Punishment,0,0,0,0
Haryana,1,2006,Male,Life Imprisonment,0,732,1085,522
Haryana,1,2006,Male,10-13 Plus years,0,277,426,150
Haryana,1,2006,Male,7-9 Plus years,0,158,257,75
Haryana,1,2006,Male,5-6 Plus years,0,144,142,49
Haryana,1,2006,Male,2-4 Plus years,0,81,107,21
Haryana,1,2006,Male,1 Less than 2 years,0,54,67,12
Haryana,1,2006,Male,6 months less than 1 Yr.,0,47,87,19
Haryana,1,2006,Male,3 - 6 months,0,37,52,13
Haryana,1,2006,Male,Less than 3 months,0,103,59,12
Haryana,1,2007,Male,Capital Punishment,0,0,0,0
Haryana,1,2007,Male,Life Imprisonment,0,732,1002,460
Haryana,1,2007,Male,10-13 Plus years,0,277,425,147
Haryana,1,2007,Male,7-9 Plus years,0,158,257,72
Haryana,1,2007,Male,5-6 Plus years,0,144,147,51
Haryana,1,2007,Male,2-4 Plus years,0,131,107,23
Haryana,1,2007,Male,1 Less than 2 years,0,104,47,14
Haryana,1,2007,Male,6 months less than 1 Yr.,0,87,60,16
Haryana,1,2007,Male,3 - 6 months,0,75,52,13
Haryana,1,2007,Male,Less than 3 months,0,103,59,12
Haryana,1,2008,Male,Capital Punishment,0,0,2,0
Haryana,1,2008,Male,Life Imprisonment,0,894,1264,419
Haryana,1,2008,Male,10-13 Plus years,0,304,510,154
Haryana,1,2008,Male,7-9 Plus years,0,225,223,92
Haryana,1,2008,Male,5-6 Plus years,0,106,200,34
Haryana,1,2008,Male,2-4 Plus years,0,115,119,25
Haryana,1,2008,Male,1 Less than 2 years,0,65,79,22
Haryana,1,2008,Male,6 months less than 1 Yr.,0,41,66,14
Haryana,1,2008,Male,3 - 6 months,0,34,46,7
Haryana,1,2008,Male,Less than 3 months,0,30,38,4
Haryana,1,2009,Male,Capital Punishment,0,1,5,0
Haryana,1,2009,Male,Life Imprisonment,0,955,1270,396
Haryana,1,2009,Male,10-13 Plus years,0,397,549,251
Haryana,1,2009,Male,7-9 Plus years,0,294,241,66
Haryana,1,2009,Male,5-6 Plus years,0,163,151,49
Haryana,1,2009,Male,2-4 Plus years,0,138,113,26
Haryana,1,2009,Male,1 Less than 2 years,0,64,44,18
Haryana,1,2009,Male,6 months less than 1 Yr.,0,40,40,20
Haryana,1,2009,Male,3 - 6 months,0,35,65,16
Haryana,1,2009,Male,Less than 3 months,0,51,57,13
Haryana,1,2010,Male,Capital Punishment,0,0,5,0
Haryana,1,2010,Male,Life Imprisonment,0,1244,1046,333
Haryana,1,2010,Male,10-13 Plus years,0,481,433,142
Haryana,1,2010,Male,7-9 Plus years,0,379,297,86
Haryana,1,2010,Male,5-6 Plus years,0,216,200,48
Haryana,1,2010,Male,2-4 Plus years,0,175,158,76
Haryana,1,2010,Male,1 Less than 2 years,0,98,89,35
Haryana,1,2010,Male,6 months less than 1 Yr.,0,48,55,26
Haryana,1,2010,Male,3 - 6 months,0,24,80,17
Haryana,1,2010,Male,Less than 3 months,0,0,163,12
Haryana,1,2011,Male,Capital Punishment,0,1,8,0
Haryana,1,2011,Male,Life Imprisonment,0,1290,1328,401
Haryana,1,2011,Male,10-13 Plus years,0,483,520,140
Haryana,1,2011,Male,7-9 Plus years,0,414,341,81
Haryana,1,2011,Male,5-6 Plus years,0,190,210,50
Haryana,1,2011,Male,2-4 Plus years,0,157,176,70
Haryana,1,2011,Male,1 Less than 2 years,0,64,97,29
Haryana,1,2011,Male,6 months less than 1 Yr.,0,22,45,15
Haryana,1,2011,Male,3 - 6 months,0,24,23,3
Haryana,1,2011,Male,Less than 3 months,0,33,25,4
Haryana,1,2012,Male,Capital Punishment,0,1,4,0
Haryana,1,2012,Male,Life Imprisonment,0,1236,1429,360
Haryana,1,2012,Male,10-13 Plus years,0,479,525,172
Haryana,1,2012,Male,7-9 Plus years,0,403,337,85
Haryana,1,2012,Male,5-6 Plus years,0,167,192,46
Haryana,1,2012,Male,2-4 Plus years,0,159,178,62
Haryana,1,2012,Male,1 Less than 2 years,0,72,101,24
Haryana,1,2012,Male,6 months less than 1 Yr.,0,35,62,23
Haryana,1,2012,Male,3 - 6 months,0,28,77,11
Haryana,1,2012,Male,Less than 3 months,0,59,75,9
